id,question,option_a,option_b,option_c,option_d,correct_answer,question_type,question_level,topic,subject_domain,language
ab1f229a-7288-448f-ad51-91375bcc85ce,एक व्यक्ति में एंटीजेनिक उत्तेजना के कारण विकसित प्रतिरोधक क्षमता है...,प्राकृतिक प्रतिरक्षा,सक्रिय अधिर्जित प्रतिरक्षा,निष्क्रिय अधिर्जित प्रतिरक्षा,कृत्रिम प्रतिरक्षा,B,MCQ,Easy,Ayurvedic Immunology,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
eeea2865-3cd7-4ca1-92f6-572f2bffc17c,डब्ल्यूएचओ के अनुसार सामान्य श्रवण स्तर कितने के बीच होता है?,0 – 25 डीबी,25 -40 डीबी,0-40 डीबी,40-60 डीबी,A,MCQ,Easy,Netraroga,"Shalakya Tantra (ENT, Eye, Dentistry)",hi
57a1d833-7b10-41ce-a91f-9b84ff71edbc,"उडुम्बरपर्णी, निकुम्भ और मुकुलक इनमें से किसके पर्यायवाची हैं?",दन्ती,कृतवेधन,स्नुही,सप्तला,C,MCQ,Easy,Samhita & Basic Principles,Samhita & Siddhanta (Fundamentals),hi
4c407a2c-9244-414c-a1fc-0b5a51a6c39c,कदलीकंद सार का उपयोग सत्वपातन के लिए किसके लिए किया जाता है?,ताम्र,लोह,मक्षिक,सायक,A,MCQ,Medium,Rasashastra,Dravyaguna & Bhaishajya,hi
cda733e8-a782-42b5-b6ea-473824f520c2,---------गलगंड का असाध्यलक्षण है,सांस लेने में कठिनाई,भूख में कमी,आवाज में परिवर्तन,उपरोक्त सभी,D,MCQ,Easy,Kaumarbhritya,Kaumarbhritya & Pediatrics,hi
94ad14f0-f2ef-4541-b730-474c3a47b163,‘अधोग शिरा’ की संख्या _____ है।,4,40,10,14,C,MCQ,Easy,Ayurvedic Anatomy,Sharir (Anatomy & Physiology),hi
f366dcc0-eef9-401e-99ef-20bbc8bd701a,चरक के अनुसार तक कितने प्रकार के हैं?,पॉच,दो,तीन,एक,C,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,hi
81a9d19c-65af-4da0-a3f7-b7b1bdab7de1,किस प्रकार की निद्रा किसी भी विकार को नहीं पैदा करती है,श्लेष्मा समुद्भव,मानस शारीर श्रमसंभव,तमोभव,आगन्तुकी,D,MCQ,Medium,Nidra,Yoga & Psychology,hi
38793305-c6d0-4b1e-a2a7-4b8585c3c189,शब्दकोश (डिक्शनरी) एक है …………………,सन्निकर्ष,तंत्रदोष,तंत्रयुक्ति,शक्तिग्रह,D,MCQ,Medium,Sanskrit,Ayurvedic Literature & History,hi
c90c4344-e112-4c24-be46-447729e45a3b,किस विटामिन की कमी से ऐंठन होती है?,थायमिन,निकोटिनिक अम्ल,पाइरिडॉक्सिन,राइबोफ्लेविन,C,MCQ,Easy,Ayurvedic Pharmacology,Dravyaguna & Bhaishajya,hi
599de23e-adf3-4fa8-93d3-898da6af7aee,"रसकामधेनु पाठ के अनुसार, रजत की उत्पत्ति किससे होती है?",सूर्य,चंद्र,अग्नि,इंद्र,B,MCQ,Medium,Rasa Shastra,Dravyaguna & Bhaishajya,hi
29060c9b-eaea-45fc-87b6-33182cdb6e3c,…………….is दंतगत रोग,शीताद,दन्तनाड़ी,दंतपुप्पुटक,कपालिका,D,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
d5d518cf-ed6a-4dcd-a5f3-9089ac7cfe99,भुर्जपत्र का उपयोग -------------चिकित्सा में योनिधूपन के लिए किया जाता है।,गर्भिणी शोथ,प्रमेह,अपरासंग,रजोवृद्धि,C,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
d670c9e6-6220-4bb3-b9c9-9c8d1556f00d,निम्नलिखित में से कौन राजयक्ष्मा के षड्रूप में नहीं है?,कास,रक्तपित्त,ज्वर,अरुचि,B,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
1a6e9041-16ba-4acb-96d9-000929b2cbb8,स्निग्धा और रुक्ष स्वेद प्रकार ........... भेद के अनुसार होते हैं।,गुण,प्रक्रिया,स्थान,कर्मुक्त,A,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,hi
1dbd573a-bddb-4b7c-bba0-b858d42c6fc1,योग शब्द संस्कृत शब्द ___ से आया है।,युज,यक,यज,याग,A,MCQ,Easy,Sanskrit,Ayurvedic Literature & History,hi
d43e33b3-d75f-46e7-aa81-b12e8839bffe,योनिव्रणेक्षण यंत्र का उल्लेख इनमें से किसके द्वारा किया गया है?,चरक,वाग्भट,भेल,भावमिश्र,B,MCQ,Medium,Ayurvedic Gynecology,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),hi
517bb859-361c-4c83-90b2-5131c8a6a380,Karnapurana Dharan Kaal is ……….. Matra,200,100,300,400,B,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,hi
f2c06538-8758-4909-b669-975990ed1844,"चरक के अनुसार, छर्दि चिकित्सा में .................. वमक द्रव्य का उपयोग करना चाहिए",माडनफल,जिमूतक,कृत वेधन,धामारगव,B,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,hi
518985bb-e93c-4d2a-8959-b15f73f7c776,"विषैलिक जंतु का संबंध दोष से है, वृश्चिक का विष है",वात प्रधान,पित्त प्रधान,कफ प्रधान,वात पित्त प्रधान,A,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
520ba2fd-f555-4506-91e7-ce7294849e44,श्वेता और पीता किसकी किस्में हैं?,पुनर्नवा,अपराजिता,भृंगराज,शंखपुष्पी,A,MCQ,Easy,Dravyaguna Vigyan,Dravyaguna & Bhaishajya,hi
abf4b553-79b8-4e12-93cc-4a06dbf4adff,वर्षा ऋतु में विरेचन के लिए क्या प्रयोग करना चाहिए?,निशोत्तर तथा शर्करा,"निशोत्तर, धामासा, यष्टि","निशोत्तर, इंद्रयव, शुंठी, पिप्पली","निशोत्तर, चित्रक, वचा",C,MCQ,Medium,Panchakarma,Panchakarma & Rasayana,hi
281e29ab-fe56-4d7c-ad84-510c5c698a9d,जीव के दोनों ध्रुवों पर एक फ्लैजिलम को कहा जाता है……..,मोनोट्रिकेट,लोफोट्रिकेट,पेट्रिकेट,एम्फिट्रिकेट,D,MCQ,Easy,Microbiology,"Administration, AYUSH & Miscellaneous",hi
7ecb5ee8-8d32-476e-8630-f7467c040155,शरीर में उपस्थित एकांगुली मर्म की कुल संख्या ... है।,12,6,4,56,A,MCQ,Easy,Ayurvedic Anatomy,Sharir (Anatomy & Physiology),hi
8182d639-f5c3-4434-9838-745109ea1853,चरक के अनुसार एकादशज स्त्रोत के अंतर्गत इनमें से क्या शामिल है?,विसर्प,अनाह,गुल्म,ये सभी,D,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
bb589264-e063-4d4b-85a2-a658120a6605,जनुबस्ति का निर्देश ……… में होता है।,गुदार्शि,जानुसंधिगत वात,मान्यस्तम्भ,आमवात,B,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,hi
ee1d9658-2045-49d7-87e8-b0d2a4e38188,पित्तज विकार के उपचार के लिए क्वाथ की मात्रा के साथ चीनी को किस अनुपात में मिलाया जाता है?,क्वाथ का ¼,क्वाथ का 1/8,क्वाथ का 1/20,क्वाथ का 1/16,B,MCQ,Medium,Dravyaguna,Dravyaguna & Bhaishajya,hi
910643b8-6b8d-4902-9207-89358bf5e2d4,"हाइपोथैलेमस स्थित होता है,",पश्च मस्तिष्क,मध्य मस्तिष्क,अग्र मस्तिष्क,तृतीय वेंट्रिकल,C,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
f9cad2ac-0e00-4d3e-8679-bc8d1da2deb6,योनिभेद स्नेहभेद के अनुसार ........ प्रकार होते हैं।,एक,दो,तीन,चार,B,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,hi
b830fe94-4c1e-4296-8c91-085cbe350bea,रसमंजरी के लेखक हैं,शालिनाथ,त्रिमल्लभट्ट,वाग्भट,भानुदत्त,A,MCQ,Easy,Rasa Shastra,Dravyaguna & Bhaishajya,hi
3a4e81c6-ccb3-4595-901f-9c12bc9cce7f,"कश्यप के अनुसार, बच्चों के लिए दीपनीय चूर्ण की मात्रा है -",कोलाष्ठी,कोल,अग्रपर्वांगुलि ग्राह्य,आमलक,C,MCQ,Medium,Dravyaguna,Dravyaguna & Bhaishajya,hi
2690cd4f-bb5a-40d2-bc0b-43fecd12b0d7,वाग्भट्ट के अनुसार कौन से माध्यम से कूपित दोष नेत्र में प्रवेश करके नेत्ररोग का कारण बनते हैं?,सिरा,धमनी,कंडरा,स्नायु,A,MCQ,Medium,Netraroga,"Shalakya Tantra (ENT, Eye, Dentistry)",hi
e6619501-f675-4b57-b333-31e5b20a779f,प्रच्छन प्रक्रिया में ......... नंबर की स्केलपेल ब्लेड का उपयोग किया जाता है।,14,12,10,13,C,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,hi
ad7453e9-6567-4027-a8e6-61dec836d831,"वातरक्त के उपचार में, चरक ने ........ की सलाह दी है।",श्रावण्यादि घृत,जीवनीय घृत,पारुषक घृत,"A, B और C",D,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),hi
c6dd1429-376b-4aa4-b856-b5e6ed4e11c7,एट्रोपिन और प्रैलिडोक्सिम (2-PAM) विशिष्ट एंटीडोट हैं ……… के लिए,एंटीकोलिनर्जिक,एंटीकोलिनेस्टरेज,बेंजोडायजेपाइन्स,साइनाइड,B,MCQ,Medium,Ayurvedic Pharmacology,Dravyaguna & Bhaishajya,hi
a9045759-9d32-47fa-865f-6a5382d68d8e,स्थूल हन्वस्थि ------------------ धातुसर्त की विशेषता है,रस,रक्त,मांस,अस्थि,D,MCQ,Medium,Ayurvedic Anatomy,Sharir (Anatomy & Physiology),hi
a1917fd7-7040-4d4f-87b8-2c3ef974d02e,एमनियोटिक तरल भ्रूण के शरीर का _____ बनाए रखता है।,संतुलन,तापमान,नब्ज,वजन,B,MCQ,Easy,Prasutitantra,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),hi
