ITA_ID,English_Term,Sanskrit_IAST
ITA-2.8.19,"Person with agitated, reactive temperament",rajasikakayah
ITA-2.8.20,"Person with brave, cruel temperament",asurakayah
ITA-2.8.21,Person with simultaneously brave and timid temperament,sarpakayah
ITA-2.8.22,"Person with intolerant, unsteady temperament",shakunikayah
ITA-2.8.23,"Person with intolerant, angry temperament",rakshasakayah
ITA-2.8.24,"Person with overeating, unclean, hypersexual temperament",paishacakayah
ITA-2.8.25,"Person with sorrowful, jealous temperament",pretakayah
ITA-2.8.26,Person with inertial temperament,tamasakayah
ITA-2.8.27,"Person with cowardly, unintelligent temperament",pashavakayah
ITA-2.8.28,"Person with timid, unintelligent temperament",matsyakayah
ITA-2.8.1.1,Predominance of a particular fundamental structural component in a person,sarah
ITA-2.8.1.2,Person with predominance or essence of primary circulating nutrient fluid,"tvak-sarah, rasa sarah"
ITA-2.8.1.3,Person with predominance or essence of blood,rakta-sarah
ITA-2.8.1.4,Person with predominance or essence of muscle,mamsa-sarah
ITA-2.8.1.5,Person with predominance or essence of fat,medosarah
ITA-2.8.1.6,Person with predominance or essence of bone,asthi-sarah
ITA-2.8.1.7,Person with predominance or essence of bone marrow,majjasarah
ITA-2.8.1.8,Person with predominance or essence of semen,shukra-sarah
ITA-2.8.1.9,Person with predominance or essence of strong willpower,sattva-sarah
ITA-2.8.1.10,Person with predominance or essence of all seven fundamental structural components,"sarva-sarah, oja-sarah"
ITA-2.9.1,Age,vayah/kalah
ITA-2.9.2,Senility,vardhakyam
ITA-2.9.3,Death,maranam
ITA-2.9.1.1,Women during optimum period for conception,ritumatih
ITA-2.9.1.2,"Pregnant state, visible signs of pregnancy",garbhavastha/ vyakta-garbhah
ITA-2.9.1.3,First phase of pregnancy,upasthitagarbhah
ITA-2.9.1.4,Early signs of conception,sadyogarbhah
ITA-2.9.1.5,Foetal growth and development,garbhavriddhih
ITA-2.9.1.6,First month of pregnancy,prathamamasa-garbhah
ITA-2.9.1.7,Second month of pregnancy,dvitiyamasa-garbhah
ITA-2.9.1.8,Third month of pregnancy,tritiyamasa-garbhah
ITA-2.9.1.9,Fourth month of pregnancy,caturthamasa-garbhah
ITA-2.9.1.10,Fifth month of pregnancy,pancamamasa-garbhah
ITA-2.9.1.11,Sixth month of pregnancy,shashtamamasa-garbhah
ITA-2.9.1.12,Seventh month of pregnancy,saptamamasa-garbhah
ITA-2.9.1.13,Eighth month of pregnancy,ashtamamasa-garbha:
ITA-2.9.1.14,Onset signs of approaching labour,prajayani/ prajananakalah
ITA-2.9.1.15,Woman about to give birth,upasthitaprasavah
ITA-2.9.1.16,Woman nearing the delivery period,asannaprasavah
ITA-2.9.1.17,Mother in puerperium,sutika
ITA-3.1.1,Knowledge pertaining to the body,sharirah
ITA-3.1.2,Body,"sharirah, dehah, kayah, tanuh, gatram, vapuh"
ITA-3.1.3,Factors responsible for body growth,sharira-vriddhikara-bhavah
ITA-3.1.4,Healthy body and mind,sharira-sampat
ITA-3.1.5,Body measurements,pramanam
ITA-3.1.6,Body part,angah
ITA-3.1.7,Whole body,sarvangah
ITA-3.1.8,The six anatomical areas of the body,shadangam
ITA-3.1.9,A body part or organ,"avayavah, shariravayavah"
ITA-3.1.10,A subsidiary body part,upangah
ITA-3.1.11,Orifice,"chidram, dvaram, vivaram, sushiram, kuharam"
ITA-3.1.12,Cavity,kutah
ITA-3.1.13,Covering,chadanam
ITA-3.1.14,Muscular or bony prominence,pindika
ITA-3.1.15,Connecting structures,nibandhini
ITA-3.1.16,Body region,"deshah, anga-pradeshah"
ITA-3.1.17,Five prominences in the developing fetus,gatrapancakam
ITA-3.1.18,Body half,sharirardham
ITA-3.1.19,Lower half of the body,adhahkayah
ITA-3.1.20,Upper half of the body,urdhvakayah
ITA-3.1.21,"Body half in the sagittal plane, limb",pakshah
ITA-3.1.22,Head and neck,urdhvajatru
ITA-3.1.23,Upper and lower limbs,shakha
ITA-3.2.1,Head,urdhvangam
ITA-3.2.2,Head,"shirah, murdha, uttamangam, mastakam"
ITA-3.2.3,Skull,kapalah
ITA-3.2.4,Temple,shankhah
ITA-3.2.5,Forehead,"lalatam, alikam"
ITA-3.2.6,Temple,shankhapradeshah
ITA-3.2.1.1,Eye,"cakshuh, akshi, netram"
ITA-3.2.1.2,Eyeball,"drishti-golakah, nayanabudbudah, akshi-golakam, akshigolakatvak"
ITA-3.2.1.3,Orbit,"akshikutah, kotarah"
ITA-3.2.1.4,Eyelid,"Vartma, netrakoshah, akshikoshah,netra-chadanam,akshiputam,netraputam,akshivartma, akshivartmakoshah"
ITA-3.2.1.5,Anatomical junctions of the eye,netrasandhih
ITA-3.2.1.6,Canthus,antah
ITA-3.2.1.7,Outer canthus,"apangah, apangasandhih"
ITA-3.2.1.8,Part of the outer canthus,apangadeshah
ITA-3.2.1.9,Inner canthus,"Kaninika, kaninasandhih, akshikaninika"
ITA-3.2.1.10,Junction of cilia with lid margin,pakshmavartma-sandhih
ITA-3.2.1.11,Junction of palpebral and bulbar conjunctiva,vartma-shukla-sandhih
ITA-3.2.1.12,Sclerocorneal junction,shukla-krishna-sandhih
ITA-3.2.1.13,Pupillary margin,krishna-drishti-sandhih
ITA-3.2.1.14,Palpebral junction,vartmasandhih
ITA-3.2.1.15,Aqueous humour,tejojalam
ITA-3.2.1.16,Nasolacrimal duct,netranadi
ITA-3.2.1.17,Lacrimal fluid (tears),ashru
ITA-3.2.1.18,Lacrimal apparatus,ashrumargah
ITA-3.2.1.19,Lacrimal canaliculi,ashruvahini
ITA-3.2.1.20,Lacrimal duct,Jalavahinisira
ITA-3.2.1.21,Nerves involved in eyelid opening,Unmeshinisira
ITA-3.2.1.22,Eyebrows,bhruh
ITA-3.2.1.23,Eyelashes,"pakshma, pratibalah, akshipakshma"
ITA-3.2.1.24,Free ends of eyelashes,pakshmagram
ITA-3.2.1.25,Roots of eyelashes,pakshmashayah
ITA-3.2.1.26,Generic areas of eye and adnexa,mandalam
ITA-3.2.1.27,Eyelashes,pakshmamandalam
ITA-3.2.1.28,Eyelid,vartmamandalam
ITA-3.2.1.29,Sclera,"shuklamandalam, shvetamandalam"
ITA-3.2.1.30,Cornea and iris,krishna-mandalam
ITA-3.2.1.31,Pupil,"drishti-mandalam, drishtih"
ITA-3.2.1.32,Iris,"krishna-taraka, taraka"
ITA-3.2.1.33,Layers of the eye,"patalam, netratvak"
ITA-3.2.1.34,Layers of the eyelids,vartmapatalam
ITA-3.2.1.35,Cornea,tejojalashritabahya-patalam
ITA-3.2.1.36,Iris and uveal tract,pishitashritampatalam
ITA-3.2.1.37,Cortical part of lens and vitreous humour,medasashritampatalam
ITA-3.2.1.38,Nuclear part of lens,asthyashritampatalam
ITA-3.2.2.1,Nose,"nasika, ghranah, nasa"
ITA-3.2.2.2,Tip of the nose,"nasagram, agranasika"
ITA-3.2.2.3,Cavity of the nose,nasaputam
ITA-3.2.2.4,Bridge of the nose,"nasavamshah, nasasthidandah"
ITA-3.2.2.5,Upper part of nasal cavity,ghranamulam
ITA-3.2.2.6,External aperture of the nose,nasanadi
ITA-3.2.2.7,Nasal passage,ghranamargah
ITA-3.2.2.8,Nostril,nasasrotah
ITA-3.2.2.9,Ala of nose,nasaputa-bahirbhagah
ITA-3.2.2.10,Inner canthus,nasakshi-sandhih
ITA-3.2.2.11,Nostril,"nasarandhram, nasavivaram"
ITA-3.2.2.12,"Nostril, anterior nares",nasikaputam
ITA-3.2.3.1,Ear,"karnah, shrotram, shravanam"
ITA-3.2.3.2,Ear cavity,shravanasrotas
ITA-3.2.3.3,Conduits carrying sound,"shabdanuvaha, shabdabhivaha, shabdapathah, shabdavahasrotas"
ITA-3.2.3.4,Parotid region,karnamulam
ITA-3.2.3.5,External auditory canal,karnanadi
ITA-3.2.3.6,"Base of the ear, pinna",karnapitham
ITA-3.2.3.7,Lobe of the ear,"karnapali, karnalatika"
ITA-3.2.3.8,"External ear, tragus",karnaputrakah
ITA-3.2.3.9,Mastoid region,karnaprishtham
ITA-3.2.3.10,External ear,karnashashkulika
ITA-3.2.3.11,Concha of the ear,karnavatuh
ITA-3.2.3.12,External auditory meatus,karna-srotah
ITA-3.2.3.13,Cochlea,shashkuli
ITA-3.2.4.1,"Mouth, face","mukham, vaktram, vadanam, asyam"
ITA-3.2.4.2,Oral cavity,"vadanantaram, mukhakuharam"
ITA-3.2.4.3,"Face, mouth",ananam
ITA-3.2.4.4,Cheek,"kapolah, gandah, gallah"
ITA-3.2.4.5,Chin,cibukam
ITA-3.2.4.6,Lip,"oshthah, dashanacchadau"
ITA-3.2.4.7,Lower lip,"adharah, adharaushthah"
ITA-3.2.4.8,Upper lip,uttaraushthah
ITA-3.2.4.9,Corners of mouth,"srikkani, oshthaprantah"
ITA-3.2.4.10,"Jaw, mandible",hanuh
ITA-3.2.4.11,Teeth,"dantah, dashanah"
ITA-3.2.4.12,Bony sockets of teeth,dantolukhalani
ITA-3.2.4.13,Enamel,"danta-tvak, dantavalkam"
ITA-3.2.4.14,"Gum, alveolar arch","dantabandhanam, dvijabandhanam, dantamamsam, dantamulam, dantapindika, dantadharah, dantaveshtakah"
ITA-3.2.4.15,Apex of tooth,dantagram
ITA-3.2.4.16,Wisdom tooth,pashcimahanavyadantah
ITA-3.2.4.17,Teeth in the upper jaw,"uttaradantah, urdhvadantapanktih"
ITA-3.2.4.18,Tongue,"jihva, rasana, gojihvika, gojihva"
ITA-3.2.4.19,Tip of the tongue,jihvagram
ITA-3.2.4.20,Surface of the tongue,jihvatalam
ITA-3.2.4.21,Root of the tongue,"jihva-mulam, jihvaprabandhah, jihvabandhanam, rasanabandhanam"
ITA-3.2.4.22,Frenulum of the tongue,jihva-sevani
ITA-3.2.4.23,Palate,talu
ITA-3.2.4.24,Region of palate,"taludeshah, talupradeshah"
ITA-3.2.4.25,Soft palate,talumamsam
ITA-3.2.4.26,Palatine tonsil,upajihvika
ITA-3.2.4.27,"Epiglottis, adenoids",adhijihvika
ITA-3.2.4.28,Nape of the neck,"avatuh, ghata"
ITA-3.2.4.29,Clavicle,jatru
ITA-3.2.4.30,Anterior portion of the neck,kanthah
ITA-3.2.4.31,Uvula,"kakalam, kakalakam, galamanih, galashundika, ghantika, talumulam"
ITA-3.2.4.32,Throat passage,galamargah
ITA-3.2.4.33,Isthmus of the throat,galasandhih
ITA-3.2.4.34,"Oropharynx, throat",galah
ITA-3.2.4.35,External part of the neck,galabahyam
ITA-3.2.4.36,Oropharyngeal isthmus,antargalah
ITA-3.2.4.37,Trachea,"kanthanadi, hridayanadika, galanalakam, shvasana, shvasavahanadi"
ITA-3.2.4.38,Respiratory passages,"vayumargah, anilayanam"
ITA-3.3.1,Neck,griva
ITA-3.3.2,Suprasternal notch,grivamulam
ITA-3.3.3,Base of the neck,jatrumulam
ITA-3.3.4,Carotid area of the neck,manya
ITA-3.3.5,Trunk,antaradhih
ITA-3.3.6,Shoulder,"amsah, skandhah"
ITA-3.3.7,Glenoid cavity,amsapitham
ITA-3.3.8,Acromion,amsakutah
ITA-3.3.9,Deltoid prominence of the shoulder,amsapindika
ITA-3.3.10,Deltoid prominence of the shoulder,"amsapindah, amsapindika"
ITA-3.3.11,Supporting structures of the shoulder joint,amsabandhanam
ITA-3.3.12,Area around the apex of scapula,"amsamulam, bahushirah, bahushirshah"
ITA-3.3.13,Shoulder region,amsadeshah
ITA-3.3.14,Shoulder girdle,urdhvatrikam
ITA-3.3.15,Infraclavicular fossa,ukha
ITA-3.3.16,The hard areas on both sides of the neck,shleshmabhuvah
ITA-3.3.17,"Axilla, armpit","kakshah, kaksha"
ITA-3.3.18,Axillary region,kakshabhagah
ITA-3.4.1,Chest,"urah, vakshah"
ITA-3.4.2,Chest region,vakshasthalam
ITA-3.4.3,Thoracic cavity,urahkoshthah
ITA-3.4.4,Thorax and neck,urogrivam
ITA-3.4.5,Breast,"stanah, stanapindah, payodharau, kucau"
ITA-3.4.6,Nipple,cucukam
ITA-3.4.7,Thoracoabdominal junction,udarorahsandhanam
ITA-3.5.1,Abdomen,"udaram, kukshih, jatharam"
ITA-3.5.2,Abdominal cavity,antahkukshih
ITA-3.5.3,Omentum,taila-vartika
ITA-3.5.4,Flank,parshvam
ITA-3.5.5,Sides of abdomen,udaraparshvam
ITA-3.6.1,Vagina,"yonih, apatyapathah,apatyamargah,vishikhantaram, raktapathah"
ITA-3.6.2,Normal female external genitalia,prashastayonih
ITA-3.6.3,Pudendum,smaramandiram
ITA-3.6.4,Clitoris,"smaratapatram, madanatapatram"
ITA-3.6.5,Groin,"vankshanah, gandakah"
ITA-3.6.6,Hip,kati
ITA-3.6.7,Hip region,katipradeshah
ITA-3.6.8,Penis,"medhrah, shephah,dhvajah,upasthah,purushendriyam,lingam,paurusham,prajananam, nalam, lakshanam"
ITA-3.6.9,Genitals,guhyam
ITA-3.6.10,Glans penis,manih
ITA-3.6.11,"External urethral orifice, urinary meatus",medhradvaram
ITA-3.6.12,"Tip of the penis, glans penis",medhragram
ITA-3.6.13,Foreskin,medhracarma
ITA-3.6.14,Frenulum of the penis,shephasevani
ITA-3.6.15,Scrotum including testicles,"vrishanah, mushkah, phalam, andah, andakoshah, phalakoshah, koshah, koshah"
ITA-3.7.1,Anus,"gudam, payuh,bradhnah,mahatsrotah, shakrinmargah"
ITA-3.7.2,Anal margin,gudamandalam
ITA-3.7.3,Anal orifice,gudamukham
ITA-3.7.4,Folds of rectum,"gudavalih, valih, payuvalih"
ITA-3.7.5,Superior rectal fold,pravahini
ITA-3.7.6,Intermediate rectal fold,samvarani
ITA-3.7.7,Inferior rectal fold,visarjini
ITA-3.7.8,Caecum,"undukah, pottalakah"
ITA-3.7.9,Ischiorectal fossa,gudaparshvakshetram
ITA-3.7.10,Pelvic cavity,gudasthivivaram
ITA-3.7.11,Anal canal,gudantram
ITA-3.7.12,Anal verge,gudaushtham
ITA-3.7.13,Perineum,"payumedhrantaram, gudopasthadeshah"
ITA-3.7.14,Perineal region,guhyapradeshah
ITA-3.7.15,Pubic region,bhagah
ITA-3.7.16,"Back, dorsum",prishtham
ITA-3.7.17,Vertebral column,"prishthavamshah, prishtheshika"
ITA-3.7.18,Cervical part of vertebral column,grivavamshah
ITA-3.7.19,Vertebra,"kasheruka, kasheruh"
ITA-3.7.20,Waist,jaghanam
ITA-3.7.21,Buttock,"sphik, nitambah,prothau, kati-prothah"
ITA-3.7.22,Pelvis,shronih
ITA-3.7.23,Pelvic region,shronipradeshah
ITA-3.7.24,Sides of pelvic region,parshvajaghanam
ITA-3.7.25,"Sacrum, sacral region, pelvic girdle",trikam
ITA-3.7.26,"Sacral region, sacrum",adharatrikam
ITA-3.8.1,Upper limb,"bahuh, bhuja"
ITA-3.8.2,Proximal part of the upper limb,bhujashikharam
ITA-3.8.3,Posterior part of the upper limb,bahuprishtham
ITA-3.8.4,Middle part of the upperlimb,"bahumadhyam, bhujamadhyam"
ITA-3.8.5,Bicipital prominence,bahu-pindika
ITA-3.8.6,Shoulder region,bahumulam
ITA-3.8.7,Arm,prabahuh
ITA-3.8.8,Forearm,"prapanih, aratnih"
ITA-3.8.9,Elbow,"kurparah, kaphonih, kuhanika"
ITA-3.8.10,"Hand, manus","panih, karah, hastah"
ITA-3.8.11,Distal part of the hand,hastagram
ITA-3.8.12,Palm,"hastatalam, panitalam"
ITA-3.8.13,Wrist,"manibandhah, karamulam, panimulam"
ITA-3.8.14,"Palm, sole",talam
ITA-3.8.15,Palm,"panitalam, panihridayam"
ITA-3.8.16,"Forearm, distal third of the forearm",prakoshthah
ITA-3.8.17,Area four fingerbreadths proximal to the wrist,kalavika
ITA-3.8.18,Digits,angulih
ITA-3.8.19,Interphalangeal joint,anguliparva
ITA-3.8.20,Distal part of the finger,agraparva
ITA-3.8.21,Knuckle,anguligranthih
ITA-3.8.22,Tip of the finger,angulyagram
ITA-3.8.23,Thumb,angushthah
ITA-3.8.24,Base of the thumb or great toe,angushthamulam
ITA-3.8.25,Thumb pad,angushthodaram
ITA-3.8.26,Index finger,pradeshini
ITA-3.8.27,Second toe,tarjani
ITA-3.8.28,Middle finger,madhyama
ITA-3.8.29,Ring finger,anamika
ITA-3.8.30,Little finger,kanishthika
ITA-3.9.1,Lower limb,sakthi
ITA-3.9.2,Thigh,uru
ITA-3.9.3,Inguinal region,urumulam
ITA-3.9.4,Quadricipital prominence,urupindika
ITA-3.9.5,Inguinal region,urumulam
ITA-3.9.6,Knee region,janu
ITA-3.9.7,Lower leg,jangha
ITA-3.9.8,Prominence of calf muscles,jangha-pindika
ITA-3.9.9,Ankle,"gulphah, ghutika, ghuntika"
ITA-3.9.10,Ankle joint,"khudakah, khulakah"
ITA-3.9.11,Medial and lateral malleoli,gulphakarnah
ITA-3.9.12,Foot,padah
ITA-3.9.13,Heel,"parshnih, prapadam"
ITA-3.9.14,Forefoot,padagram
ITA-3.9.15,Toes,padangulih
ITA-3.9.16,Sole,padatalam
ITA-3.9.17,"Middle third of the foot, midfoot",padamadhyam
ITA-3.9.18,"Sensory, motor and intellectual faculties",karanam
ITA-3.10.1,The motor or sensory faculty,"indriyam, aksham"
ITA-3.10.2,Motor faculty,karmendriyam
ITA-3.10.3,Speech faculty,vagindriyam
ITA-3.10.4,Sensory faculty,jnanendriyam
ITA-3.10.5,Auditory sense faculty,shrotrendriyam
ITA-3.10.6,Visual sense faculty,cakshurindriyam
ITA-3.10.7,Gustatory sense faculty,rasanendriyam
ITA-3.10.8,Olfactory sense faculty,ghranendriyam
ITA-3.10.9,Tactile sense faculty,"tvagindriyam, sparshanendriyam"
ITA-3.10.1.1,Skin,"tvak, carma, valkam"
ITA-3.10.1.2,First layer of skin,"avabhasini, udakadhara"
ITA-3.10.1.3,Second layer of skin,"lohita, asrigdhara"
ITA-3.10.1.4,Third layer of skin,shveta
ITA-3.10.1.5,Fourth layer of skin,tamra
ITA-3.10.1.6,Fifth layer of skin,vedini
ITA-3.10.1.7,Sixth layer of skin,rohini
ITA-3.10.1.8,Seventh layer of skin,mamsadhara
ITA-3.10.1.9,Scalp hair,"keshah, mastakabalah"
ITA-3.10.1.10,Body hair,"balah, roma, loma, angajam"
ITA-3.10.1.11,Linea nigra,romaraji
ITA-3.10.1.12,Hair tip,romantah
ITA-3.10.1.13,Hair whorl,romavartah
ITA-3.10.1.14,Hair follicle,"romakupah, kuyakam"
ITA-3.10.1.15,Scalp,keshabhumih
ITA-3.10.1.16,Hair,kacah
ITA-3.10.1.17,Hairline,kacantah
ITA-3.10.1.18,Nail,"nakhah, karajah"
ITA-3.10.1.19,Nail fold,upanakham
ITA-3.10.1.20,Nail bed,nakha-mamsam
ITA-3.10.1.21,Nail root and fold,nakha-sandhih
ITA-3.12.1,Boundary between tissues,kala
ITA-3.12.2,Muscle-bearing membrane,mamsadharakala
ITA-3.12.3,Blood-bearing membrane,Raktadharakala
ITA-3.12.4,Fatty tissue-bearing membrane,medodharakala
ITA-3.12.5,Synovial membrane,shleshmadharakala
ITA-3.12.6,Faeces-bearing membrane,purishadharakala
ITA-3.12.7,Pitta-bearing membrane,pittadhara-kala
ITA-3.12.8,Sukra-bearing membrane,shukradharakala
ITA-3.12.9,Lymphatic exudate,lasika
ITA-3.13.1,Bone,asthi
ITA-3.13.2,Part of bone,asthikhandah
ITA-3.13.3,Small bone,anvasthi
ITA-3.13.4,Large bone,sthulasthi
ITA-3.13.5,Flat bone,"kapalasthi, karparam"
ITA-3.13.6,Teeth,rucakasthi
ITA-3.13.7,Cartilage,tarunasthi
ITA-3.13.8,Curved bone,valayasthi
ITA-3.13.9,Long bone,nalakasthi
ITA-3.13.10,Skull,shirahkapalam
ITA-3.13.11,Bones of the ear,karnasthi
ITA-3.13.12,Cartilage of the nose,nasatarunasthi
ITA-3.13.13,Mandible,"Hanvasthi, hanukasthi"
ITA-3.13.14,Bones of the palate,talvasthi
ITA-3.13.15,Clavicle,"akshah, akshakah, akshakasthi, kilakah,koshthakam, koshthakasthi"
ITA-3.13.16,Scapula,amsaphalakah
ITA-3.13.17,Sternum,urahphalakah
ITA-3.13.18,Rib,parshuka
ITA-3.13.19,Anterior end of the rib,parshukagram
ITA-3.13.20,Head of the rib,sthalakam
ITA-3.13.21,Tubercle of the rib,sthalakarbudam
ITA-3.13.22,Hip bone,"katikapalah, jaghanakapalah"
ITA-3.13.23,"Sacrum, sacrum and coccyx","kutakasthi, shronikandam, shronikandasthi, mayurasthi"
ITA-3.13.24,Ala of the sacrum,shronikarnah
ITA-3.13.25,Pubic bone,bhagasthi
ITA-3.13.26,Coccyx,gudasthi
ITA-3.13.27,Patella,janukapalika
ITA-3.13.28,Femur,"urvasthi, urunalakam"
ITA-3.13.29,Tibia and fibula,janghasthini
ITA-3.13.30,Calcaneus,parshnyasthi
ITA-3.13.31,Tarsal bones excluding talus and calcaneus,Padakurcasthi
ITA-3.13.32,Humerus,Bahunalakam
ITA-3.13.33,Olecranon process,Kurparasthi
ITA-3.13.34,Phalanx,angulasthi
ITA-3.13.35,Distal row of carpal bones,panishalakadhishthanam
ITA-3.13.36,"Joint, articulation",sandhih
ITA-3.13.37,Immovable or slightly movable joints,sthirasandhih
ITA-3.13.38,Movable joint,ceshtavantasandhih
ITA-3.13.39,Condyloid and hinge joint,korasandhih
ITA-3.13.40,Ball and socket joint,ulukhalasandhih
ITA-3.13.41,Box-like joint,samudgasandhih
ITA-3.13.42,Gliding joint,pratarasandhih
ITA-3.13.43,Sutural joint,Tunnasevani
ITA-3.13.44,Condyloid joint,vayasatundasandhih
ITA-3.13.45,Circular joint,mandalasandhih
ITA-3.13.46,Convoluted shell-like joint,shamkhavartasandhih
ITA-3.13.47,Temporo-mandibular joint,hanusandhih
ITA-3.13.48,Sterno-clavicular joint,"griva-adhahsandhih, jatrusandhih, akshakasandhih"
ITA-3.13.49,Shoulder joint,"amsasandhih, bahushirasandhih"
ITA-3.13.50,Elbow joint,kurparasandhih. bahusandhih
ITA-3.13.51,Hip joint,"katisandhih, vankshanasandhih, urusandhih"
ITA-3.13.52,Knee joint,janusandhih
ITA-3.13.53,Proximal tibiofibular joint,janvadhahsandhih
ITA-3.13.54,Ankle joint,"gulphasandhih, khudah"
ITA-3.13.55,Sinews,snayuh
ITA-3.13.56,Network of sinews,snayupratanah
ITA-3.13.57,Ramified sinew,pratanavatisnayuh
ITA-3.13.58,Tendon,vrittasnayuh
ITA-3.13.59,Aponeurosis,prithula-snayuh
ITA-3.13.60,Porous membrane,sushira-snayuh
ITA-3.13.61,Long muscles,"mamsarajjuh, rajjuh"
ITA-3.13.62,Brush-shaped structures,kurcah
ITA-3.13.63,"Suture, frenulum","Sivani, sevani"
ITA-3.13.64,Conglomeration of bones,"asthisanghatah, sanghatah"
ITA-3.13.65,Boundary region,simantah
ITA-3.13.66,Plexus or network,jalam
ITA-3.13.67,Network of muscles,mamsajalam
ITA-3.13.68,Network of veins,sirajalam
ITA-3.13.69,Network of tendons,snayujalam
ITA-3.13.70,Network of bones,asthijalam
ITA-3.13.71,"Base, substratum",adharah
ITA-3.14.1,Vein,Sira
ITA-3.14.2,Vein carrying vata,Vatavaha
ITA-3.14.3,Vein carrying pitta,"Pittavaha, Pittavahini"
ITA-3.14.4,Vein carrying kapha,Kaphavaha
ITA-3.14.5,Vein carrying blood,Raktavaha
ITA-3.14.6,Lymphatic vessels,gauryahsirah
ITA-3.14.7,Small arterial branches,aruna-sira
ITA-3.14.8,Vein located in the ear,Kalika
ITA-3.14.9,Vein located in the ear,Marmarika
ITA-3.14.10,Vein located in the ear,Lohitika
ITA-3.14.11,Angular vein,"upanasika-sira, aupanasikya-sira"
ITA-3.14.12,Vessels of the neck,kanthasira
ITA-3.14.13,Veins of the forehead,lalatasira
ITA-3.14.14,Femoral vessels,urvisira
ITA-3.14.15,Great saphenous vein,"jaladhara-sira, jalandhara"
ITA-3.14.16,Vein responsible for sexual arousal,kamasira
ITA-3.15.1,Artery,Dhamani
ITA-3.15.2,Artery related to perception of sound,shabdavahadhamani
ITA-3.15.3,Artery related to perception of touch,sparshavahadhamani
ITA-3.15.4,Artery related to perception of form,Rupavahadhamani
ITA-3.15.5,Artery related to perception of taste,rasavahadhamani
ITA-3.15.6,Artery related to perception of smell,gandhavahadhamani
ITA-3.16.1,Seats of vital life force,"pranayatanam, jivitayatanam, jivitadhama"
ITA-3.16.2,Seats of consciousness,cetahsthanam
ITA-3.16.3,Three vulnerable locations,trimarma
ITA-3.16.4,Mortal or vulnerable location,Marma
ITA-3.16.5,Vulnerable location(s) in the limbs,Shakhamarma
ITA-3.16.6,Vulnerable location(s) in the lower limbs,Sakthimarma
ITA-3.16.7,Vulnerable location(s) in the upper limbs,Bahumarma
ITA-3.16.8,Vulnerable location(s) in the abdomen,"Udaramarma, koshthamarma"
ITA-3.16.9,Vulnerable location(s) in the chest,Uromarma
ITA-3.16.10,Vulnerable location(s) in the back,prishthamarma
ITA-3.16.11,Vulnerable location(s) in the head and neck,"Shiromarma, jatrurdhvamarma"
ITA-3.16.12,Vulnerable location(s) in which the mainstructural component is muscle,Mamsamarma
ITA-3.16.13,Vulnerable location(s) in which the main structural component is vein,Siramarma
